Index(['pairwise', 'pairwise_aligned', 'pairwise_qsscore', 'af_plddt_avg',
       'af_plddt_avg_norm', 'icps', 'recall', 'dproqa', 'dproqa_norm', 'enqa',
       'enqa_norm', 'GNN_sum_score', 'GNN_pcadscore', 'voromqa_dark',
       'GNN_sum_score_norm', 'GNN_pcadscore_norm', 'voromqa_dark_norm'],
      dtype='object')
pairwise  pairwise_aligned  pairwise_qsscore  af_plddt_avg  af_plddt_avg_norm  icps  recall  dproqa  dproqa_norm  enqa  enqa_norm  GNN_sum_score  GNN_pcadscore  voromqa_dark  GNN_sum_score_norm  GNN_pcadscore_norm  voromqa_dark_norm
H1106	H1111	H1114	H1129	H1134	H1135	H1137	H1140	H1141	H1142	H1143	H1144	H1151	H1157	H1166	H1167	H1168	H1171	H1172	H1185	T1109o	T1110o	T1113o	T1115o	T1121o	T1123o	T1124o	T1127o	T1132o	T1153o	T1160o	T1161o	T1170o	T1173o	T1174o	T1176o	T1178o	T1179o	T1181o	T1187o	T1192o
0.9690490681034291	0.01605000000000001	0.9690489411361476	0.01605000000000001	0.9272684008790798	0.01605000000000001	0.3817558363782012	0.006780000000000008	0.38175583648562295	0.006780000000000008	0.8938519414800328	0.015780000000000016	0.8921297943149118	0.016140000000000043	0.2566503097424643	0.36873999999999996	0.25659836573606765	0.36873999999999996	0.5509924531774677	0.007929999999999993	0.5505020629184252	0.007929999999999993	0.11259007076551358	0.46218000000000004	-0.2395767012191632	0.0045800000000000285	-0.48491028439078543	0.38037	0.11253136946966508	0.46218000000000004	-0.2396838883938938	0.0045800000000000285	-0.4849862153195398	0.38037
0.3140209848418034	0.31172	0.31402096365113974	0.31172	0.28326339662166555	0.31172	0.14791912016717315	0.0008099999999999774	0.1479737911352496	0.0008099999999999774	-0.24041422462224027	0.37300999999999995	-0.10526957952622457	0.36551999999999996	0.36021247825907826	0.31240999999999997	0.36023008777959664	0.31240999999999997	0.27271374980672836	0.0008099999999999774	0.2725435244645373	0.0008099999999999774	0.1122249460682065	0.49837999999999993	0.2067838544398053	0.3178599999999999	0.16311041932110837	0.008379999999999943	0.11221106868790691	0.49837999999999993	0.20692427760056192	0.3178599999999999	0.1633709266456852	0.008379999999999943
0.9827743026018739	0.020379999999999954	0.9827743026018739	0.020379999999999954	0.954178354399808	0.02666999999999997	0.2217817920652892	0.02666999999999997	0.21896109071881636	0.22548999999999997	0.048734383428339564	0.34845000000000004	nan	0.02666999999999997	-0.13446711385780769	0.032869999999999955	-0.1418158402852076	0.032869999999999955	0.08300852760637031	0.02666999999999997	0.127588483542316	0.20706999999999998	0.37196731341242745	0.12795999999999996	0.023204662668654993	0.024379999999999957	-0.3037473348967505	0.10238000000000003	0.37105826501538436	0.12795999999999996	0.02646546759582441	0.024379999999999957	-0.2980966025893198	0.10238000000000003
0.905131059612899	0.05967	0.905131059612899	0.05967	0.9219314126639115	0.07179000000000002	0.1845578918718274	0.06220999999999999	0.1806086498738931	0.06220999999999999	-0.1546004791749414	0.28564999999999996	nan	0.71451	-0.1268498067141492	0.09441	-0.11272284735713316	0.09441	-0.12787412757485964	0.06220999999999999	-0.07320666577369864	0.06220999999999999	0.31655895771170406	0.08769000000000005	0.1723010270347633	0.06017000000000006	-0.02117971818900903	0.40355	0.31585819958287487	0.08769000000000005	0.17540407570978017	0.06017000000000006	-0.012502282126963873	0.09441
0.8268215630490743	0.09384999999999999	0.8268124967332469	0.09384999999999999	0.6504795987662171	0.08464000000000005	0.09922785201710073	0.29988000000000004	0.09901898790571867	0.29988000000000004	0.6817905573992896	0.09152000000000005	0.5963200553112831	0.22707	0.310455386320864	0.09763	0.3103271864760649	0.09763	0.26610678763445256	0.04958000000000007	0.26006133892351857	0.04958000000000007	0.21160004144143202	0.05179	0.15044338627732692	0.24517	0.09980478369899809	0.10413000000000006	0.21160706339317575	0.05179	0.1504075710716006	0.24517	0.09971462443726194	0.10413000000000006
0.3261281089584134	0.31018	0.32612163713343173	0.31018	-0.30882318690936433	0.27005999999999997	0.11411971588894008	0.028549999999999964	0.1125049198210889	0.028549999999999964	0.48435872106080324	0.13408999999999993	0.3009890991303904	0.24707	0.1330338433427395	0.07972999999999997	0.13262630701648775	0.07972999999999997	0.1588503261698777	0.22822999999999993	0.1522364279410164	0.22822999999999993	0.2840107290840379	0.23878	0.2858795826148988	0.12291999999999992	0.22119196250118905	0.24119999999999997	0.28332595032113955	0.23878	0.2851113682487581	0.12291999999999992	0.2203065813071668	0.24119999999999997
0.9743212587670798	0.05059999999999998	0.9743211882875026	0.05059999999999998	0.9106482645091736	0.23254999999999992	0.32087764084463427	0.09326000000000001	0.32156573290912616	0.09326000000000001	0.8383185794499584	0.15745999999999993	0.7344102258954824	0.20631999999999995	0.7022478468530067	0.21097	0.7020226458702095	0.21097	0.5446717821213536	0.09326000000000001	0.5415352890894949	0.09326000000000001	0.06506295961530913	0.07972999999999997	-0.01842017373811735	0.0260999999999999	-0.19055339575167868	0.09523999999999999	0.06575909290109631	0.07972999999999997	-0.017776780775842722	0.0260999999999999	-0.19016085541034403	0.09523999999999999
0.9917677498303686	0.00653999999999999	0.991782245329125	0.00653999999999999	0.8457957624491754	0.027739999999999987	-0.022038772690245644	0.06601000000000001	0.6546678768793321	0.7477	0.5470222800625117	0.18264000000000002	nan	0.003889999999999949	-0.7620282160067848	0.79204	-0.616795197937887	0.06841999999999993	-0.04279199347018886	0.79204	0.9117282008694024	0.09018999999999999	0.21820371577632444	0.03483000000000003	0.15669400072780307	0.7918999999999999	0.19300397980523493	0.052080000000000015	0.2255992047493871	0.03483000000000003	0.22950518989715601	0.03483000000000003	0.22379032022466633	0.052080000000000015
0.9911216643299603	0.021680000000000033	0.9913011107161412	0.023400000000000087	0.8499805697064982	0.04516000000000009	-0.0286273632034421	0.36121000000000003	0.6549605163221432	0.38685	0.33259690020896054	0.07013000000000003	nan	0.021680000000000033	-0.7573988822130162	0.78851	-0.713271004750827	0.78851	-0.12301350779535956	0.78851	0.9041437722333364	0.08939000000000008	0.2554290729167068	0.01591000000000009	0.17366350483027215	0.78742	0.19496316744802472	0.78885	0.2624145731559879	0.01591000000000009	0.2482451770014964	0.01591000000000009	0.2259403643978674	0.05307000000000006
0.9658732246631007	0.0023900000000000032	0.9658732246631007	0.0023900000000000032	0.9665519097301201	0.0024000000000000687	0.14653708610732954	0.12093000000000009	0.14311511738477634	0.12093000000000009	-0.2699150744440728	0.21382	nan	0.0043600000000000305	0.23422683034012268	0.09724	0.23332566633716428	0.09724	0.5009444529016445	0.12093000000000009	0.5021902625327834	0.12093000000000009	0.2719048389076993	0.021380000000000066	0.12692069781181511	0.0331800000000001	0.058844508850266986	0.04035	0.27206027816032785	0.021380000000000066	0.12757383532853012	0.0331800000000001	0.05952338778912891	0.04035
0.8662848640276715	0.07007000000000008	0.8662848640276715	0.07007000000000008	0.7335010729816561	0.07137000000000004	0.08318761029778843	0.07174000000000003	0.08323016625511498	0.07174000000000003	0.6024811270706241	0.13219000000000003	0.5181881526515613	0.12941000000000003	0.4023431210249313	0.06920000000000004	0.40220770163955943	0.06920000000000004	0.23357844016441334	0.07174000000000003	0.23273227398889432	0.07174000000000003	0.25607540913160937	0.12429000000000001	0.0026552146525162922	0.06952000000000003	-0.11734452143934637	0.07995000000000008	0.2563462754640741	0.12429000000000001	0.0026773932322281344	0.06952000000000003	-0.11743094648673114	0.0
0.8794592026975534	0.007789999999999964	0.8794592026975534	0.007789999999999964	0.9099677971904967	0.00867999999999991	0.14867935662881146	0.009039999999999937	0.14904546033189164	0.009039999999999937	0.656392882059511	0.04687999999999992	0.5019376508730017	0.10121999999999998	0.45440120475251566	0.00808999999999993	0.4538997574979399	0.00808999999999993	0.32886031952468453	0.009039999999999937	0.3284454272192111	0.009039999999999937	0.27227461648171297	0.010079999999999978	-0.05495472419002127	0.010989999999999944	-0.2198397059613323	0.014679999999999915	0.27286651388158756	0.010079999999999978	-0.05478688524370265	0.010989999999999944	-0.21996310786900006	0.015100000000000002
0.9805122188843799	0.06089	0.9805122188843799	0.06089	0.9357194337453523	0.10335000000000005	0.34139343828989777	0.07341000000000009	0.34132515326529567	0.07341000000000009	0.8085407142893769	0.48598	0.7744646641729365	0.05062	0.5921845353042241	0.07003999999999999	0.5936779449987066	0.07003999999999999	0.48337422547350417	0.11331000000000002	0.48321607366650265	0.11331000000000002	0.21543377697987023	0.0938500000000001	-0.012115281145787141	0.1222700000000001	-0.32868000877323594	0.05062	0.2154418008036586	0.0938500000000001	-0.01218141449656504	0.1222700000000001	-0.32887615223576927	0.05062
0.7905230675979247	0.11556999999999995	0.7905230675979247	0.11556999999999995	0.3980973601873818	0.587	-0.046807127010290286	0.47281	0.42164060954096594	0.47281	0.05804732449885684	0.33537000000000006	nan	0.31572	-0.22392812221973218	0.73061	-0.16225414765338242	0.73061	nan	0.31572	nan	0.31572	0.2804386539214814	0.043969999999999954	0.18387385277953538	0.74779	0.04577493739747612	0.82431	0.2900737018349362	0.043969999999999954	0.6013512070941259	0.043969999999999954	0.5030226438675185	0.06872
-0.1700571646784102	0.30080000000000007	-0.1700571646784102	0.30080000000000007	-0.2173275770445097	0.34345000000000003	0.0563859357901602	0.33109	0.06669643958925105	0.33109	0.09209909547083489	0.16247	-0.03799077994226875	0.27409000000000006	0.11600454969709388	0.34345000000000003	0.16454821193446648	0.34345000000000003	-0.06284287547719503	0.30467	-0.0037935518468970586	0.30467	0.09994081101992947	0.30367	0.14386815575528375	0.25862000000000007	0.0899730002078026	0.09279000000000004	0.09400366841555968	0.30367	0.1496831437866377	0.25862000000000007	0.10046538291705095	0.09279000000000004
0.9767609566131255	0.0	0.9767609566131255	0.0	0.9320852670356579	0.06843999999999995	0.5439537033958552	0.42345999999999995	0.5332601954151514	0.42345999999999995	-0.051781270087193805	0.03761000000000003	0.014989935480778326	0.25842	0.43793641236080766	0.03761000000000003	0.4429087122344908	0.014329999999999954	0.17261534091257313	0.42345999999999995	0.13871885555923044	0.42345999999999995	0.5830896102267087	0.017490000000000006	0.5604814924546604	0.017490000000000006	0.21998855110189852	0.03761000000000003	0.5824702290570466	0.017490000000000006	0.5586030716521566	0.017490000000000006	0.20591194551954828	0.014329999999999954
0.9728508446098147	0.01913000000000009	0.9728508446098147	0.01913000000000009	0.8815064003519744	0.09802	0.3203166934388844	0.017880000000000007	0.3272699403241653	0.017880000000000007	0.5273741074932424	0.15395000000000003	0.43606824334143157	0.23471000000000009	0.19213359612720773	0.023350000000000093	0.20094570857590213	0.023350000000000093	0.3569639279732437	0.017880000000000007	0.40162663313073793	0.017880000000000007	0.18467542236339232	0.05649000000000004	-0.05856344130562592	0.048410000000000064	-0.1899998493609903	0.023350000000000093	0.18634700714299135	0.05649000000000004	-0.054248277910141515	0.048410000000000064	-0.1858074350698432	0.12917
0.9942929040280651	0.0017200000000000548	0.9942929040280651	0.0017200000000000548	0.8639113029470522	0.004630000000000023	0.21038784427345358	0.00941000000000003	0.21167530985505612	0.00941000000000003	0.4816410605628253	0.06734000000000007	0.5915923258125955	0.06967000000000001	0.18100311392798735	0.05356000000000005	0.18276033189760565	0.05356000000000005	0.43335437082126604	0.00941000000000003	0.43465723147315327	0.00941000000000003	-0.13111755118170568	0.004630000000000023	-0.2688923933074947	0.01108000000000009	-0.35559245988995436	0.03459000000000001	-0.13005900390630545	0.004630000000000023	-0.2679624746786762	0.01108000000000009	-0.35501532533081664	0.010270000000000001
0.9961318044145895	0.009489999999999998	0.9961318044145895	0.009489999999999998	0.6266867095835176	0.010620000000000074	0.2678752464262804	0.0008700000000000374	0.26942889754813226	0.0008700000000000374	0.4612606684344831	0.34195	0.46540215476070357	0.18530000000000002	-0.10703862508541317	0.18530000000000002	-0.10549791589534803	0.18530000000000002	0.39493555860095586	9.999999999998899e-05	0.39773958867666764	9.999999999998899e-05	0.02290141149905665	0.010099999999999998	-0.22529736329956968	0.7689	-0.373186841973022	0.0232	0.024275832563872352	0.010099999999999998	-0.22374475292441812	0.05376000000000003	-0.37214775000958905	0.0232
0.9914775904602287	0.031259999999999954	0.9914775904602287	0.031259999999999954	0.9658577419724956	0.03766999999999998	0.4535148775851428	0.042100000000000026	0.45418992932300073	0.042100000000000026	-0.3452556283893513	0.41005	-0.10097337687876562	0.46072	-0.08059589230742942	0.46713000000000005	-0.07821480145702867	0.46713000000000005	0.3803889291502271	0.04147999999999996	0.38524719784755757	0.04147999999999996	0.3861050521058191	0.57314	0.13224063834855063	0.08372000000000002	-0.39329199996334563	0.15256000000000003	0.38664363400567847	0.57314	0.13303213285954152	0.08372000000000002	-0.39256123566204487	0.47773
0.3195580981996646	0.45888	0.3195580981996646	0.45888	0.31278437015534666	0.45657	0.28279270063160533	0.46277999999999997	0.2877874511974083	0.46277999999999997	0.45998717643552933	0.31909	0.27094338542320684	0.46509999999999996	0.12328624040843221	0.48716	0.13472824009711698	0.48716	0.24562918965005634	0.46277999999999997	0.27445251421022365	0.46277999999999997	0.05275061376278027	0.48716	-0.013879834054021767	0.48003	-0.049578928150118454	0.48716	0.056767484197574186	0.48716	-0.008899812340677452	0.48003	-0.0422173935460027	0.48716
-0.3073638012648938	0.46918	-0.3073638012648938	0.46918	-0.20499116109408055	0.47046	0.028856824851443738	0.4316	0.028856821875241197	0.4316	0.2992359111473756	0.26644	-0.32038296559708895	0.58549	0.13412675102956947	0.49024999999999996	0.1365057816198449	0.49024999999999996	0.03741063731475309	0.4316	0.0759758778594741	0.4316	0.07928718298464106	0.47801	0.0714143058030891	0.03761000000000003	0.03119626166194941	0.33792	0.07838987004616432	0.47801	0.073580154235766	0.03761000000000003	0.03695473196080784	0.33792
0.9913072214151623	0.0017599999999999838	0.9913072214151623	0.0017599999999999838	0.6369300780067586	0.003630000000000022	0.23983456990087104	0.028449999999999975	0.41059226827554385	0.028449999999999975	-0.009079469354041005	0.5482199999999999	nan	0.019939999999999958	-0.11110029822677875	0.025619999999999976	-0.06924376308358364	0.025619999999999976	0.2008931845110949	0.028449999999999975	0.5932330667855013	0.028449999999999975	0.07716510805555278	0.37554	-0.1768610654326954	0.5574600000000001	-0.1339894078030675	0.029529999999999945	0.09949746341981053	0.37554	-0.10393083049794885	0.5574600000000001	-0.06463116531868449	0.029529999999999945
0.5307768853768925	0.47809	0.5307768853768925	0.47809	0.41496949369526115	0.68505	0.34766702907576086	0.57367	0.34766703730826	0.57367	0.22252733120127793	0.47687	0.22730405077602497	0.68064	0.49416332984121025	0.5731	0.4941996684689265	0.5731	0.3773565167252323	0.0	0.37769497583328737	0.0	0.11514493615669469	0.6712800000000001	0.04838474675044	0.02149000000000001	-0.0029869552269303178	0.03864000000000001	0.11526269465913855	0.6712800000000001	0.04846974824501056	0.02149000000000001	-0.002930229415588813	0.03864000000000001
0.4660814323480533	0.15737	0.4660814323480533	0.15737	0.4439360750035315	0.43167	0.1941108993146181	0.44642	0.19411089901710193	0.44642	-0.1650038849015748	0.65932	nan	0.20379999999999998	0.0800857094483603	0.15213	0.0800857094483603	0.15213	0.03444596418143834	0.2592	0.0344677523199013	0.2592	0.11656182437638153	0.42689	0.039993898953255586	0.42689	-0.027652228671091225	0.15213	0.11656182437638153	0.42689	0.039993898953255586	0.42689	-0.027652228671091225	0.15213
-0.05576216334288551	0.24123	-0.05576216334288551	0.24123	-0.3966240829374282	0.27636000000000005	0.05250764092256602	0.2521	0.11929251712254879	0.2521	-0.02681120329280639	0.19413000000000002	-0.11927280032672968	0.22588000000000003	0.2797963982065558	0.1801	0.34741336157748653	0.1801	0.21238317127090955	0.2521	0.2857973537935333	0.2521	-0.28380572520407976	0.17629	0.030240132070690984	0.17629	0.17683611522344495	0.25624	-0.2815128723624174	0.17629	0.05494705436668954	0.17629	0.1999260941475463	0.25624
0.9871873475462114	0.02243000000000006	0.9871873475462114	0.02243000000000006	0.9649775965054923	0.018690000000000095	0.3152474216300085	0.02571000000000001	0.31509232813136145	0.02571000000000001	0.649221429254593	0.07930000000000004	0.8379432198893373	0.07406000000000001	0.46938007711264695	0.031050000000000022	0.4699417207110817	0.031050000000000022	0.32384011002550317	0.32100000000000006	0.33800021161216637	0.32100000000000006	0.45725530142804593	0.010210000000000052	0.32657516292732686	0.01715	-0.007754480547258077	0.01715	0.45700899440289516	0.010210000000000052	0.32704465263621246	0.01715	-0.004737217888050791	0.01715
0.9761132911157395	0.13139999999999996	0.9761132911157395	0.13139999999999996	0.8894175580617096	0.13139999999999996	0.20663765362588266	0.0	0.20663765000893403	0.0	0.5271577770007355	0.49649	0.34504724507383155	0.34431999999999996	0.3950439949190887	0.019529999999999936	0.395057250930371	0.019529999999999936	-0.08525633145667363	0.32680999999999993	-0.08387130588244388	0.32680999999999993	0.03211946561257343	0.33807999999999994	0.1253218287181962	0.0	0.0694102447754717	0.10943999999999998	0.03207917028242942	0.33807999999999994	0.12563380413562944	0.0	0.069920540052818	0.10943999999999998
0.4052391720294708	0.029039999999999955	0.4052391720294708	0.029039999999999955	0.41982076960161063	0.04228999999999994	0.24093782097832903	0.03454999999999997	0.24290474481642288	0.03454999999999997	-0.01928786956134113	0.43882	nan	0.2602	0.055705178775313814	0.51881	0.0718111477828792	0.51881	-0.008313802288807839	0.03454999999999997	0.002707167592795441	0.03454999999999997	0.07219277530304509	0.03984999999999994	-0.07391321928736878	0.42628	-0.09948111135484673	0.024329999999999963	0.07489668575681958	0.03984999999999994	-0.07102932508825467	0.42628	-0.09775852191648925	0.024329999999999963
-0.27555165342896776	0.47614	-0.27555165342896776	0.47614	-0.09959079257162229	0.47507	0.14608993868944176	0.30142	0.14608993337639126	0.30142	-0.09259184313121782	0.48758	-0.060190052508277324	0.5018100000000001	0.24292774983403556	0.46939	0.24309574092297445	0.46939	0.375241786206827	0.30142	0.3756579011359693	0.30142	0.13302348044510431	0.46077999999999997	0.037825603245224416	0.46077999999999997	-0.1091012663704215	0.48737	0.1329586307038334	0.46077999999999997	0.03793048867729877	0.46077999999999997	-0.1089126077516289	0.48737
0.9182841900870798	0.07533000000000001	0.9183660737654373	0.07533000000000001	0.770251418331017	0.12965000000000004	0.0920866417927734	0.12965000000000004	0.07144650393204288	0.07111999999999996	-0.27162414519301936	0.7121500000000001	-0.05482194633565687	0.2511	0.07911170952449473	0.0	0.0788415775190179	0.0	nan	0.79776	nan	0.79776	0.2254816449225934	0.07077	0.03514951246215839	0.07077	-0.0029265210109540585	0.17096999999999996	0.1942907777135629	0.2511	0.14010206089364577	0.06706000000000001	0.06742122695613173	0.06333999999999995
