,T1132TS003_1o,T1132TS003_2o,T1132TS003_3o,T1132TS003_4o,T1132TS003_5o,T1132TS035_1o,T1132TS035_2o,T1132TS035_3o,T1132TS035_4o,T1132TS035_5o,T1132TS037_1o,T1132TS037_2o,T1132TS037_3o,T1132TS037_4o,T1132TS037_5o,T1132TS054_1o,T1132TS054_2o,T1132TS054_3o,T1132TS054_4o,T1132TS054_5o,T1132TS071_1o,T1132TS071_2o,T1132TS071_3o,T1132TS071_4o,T1132TS071_5o,T1132TS086_1o,T1132TS086_2o,T1132TS086_3o,T1132TS086_4o,T1132TS086_5o,T1132TS091_1o,T1132TS091_2o,T1132TS091_3o,T1132TS091_4o,T1132TS091_5o,T1132TS098_1o,T1132TS098_2o,T1132TS098_3o,T1132TS098_4o,T1132TS098_5o,T1132TS119_1o,T1132TS119_2o,T1132TS119_3o,T1132TS119_4o,T1132TS119_5o,T1132TS125_1o,T1132TS125_2o,T1132TS125_3o,T1132TS125_4o,T1132TS125_5o,T1132TS131_1o,T1132TS131_2o,T1132TS131_3o,T1132TS131_4o,T1132TS131_5o,T1132TS147_1o,T1132TS147_2o,T1132TS147_3o,T1132TS147_4o,T1132TS147_5o,T1132TS150_1o,T1132TS150_2o,T1132TS150_3o,T1132TS150_4o,T1132TS150_5o,T1132TS158_1o,T1132TS158_2o,T1132TS158_3o,T1132TS158_4o,T1132TS158_5o,T1132TS165_1o,T1132TS165_2o,T1132TS165_3o,T1132TS165_4o,T1132TS165_5o,T1132TS169_1o,T1132TS169_2o,T1132TS169_3o,T1132TS169_4o,T1132TS169_5o,T1132TS180_1o,T1132TS180_2o,T1132TS180_3o,T1132TS180_4o,T1132TS180_5o,T1132TS185_1o,T1132TS185_2o,T1132TS185_3o,T1132TS185_4o,T1132TS185_5o,T1132TS187_1o,T1132TS187_2o,T1132TS187_3o,T1132TS187_4o,T1132TS187_5o,T1132TS188_1o,T1132TS188_2o,T1132TS188_3o,T1132TS188_4o,T1132TS188_5o,T1132TS205_1o,T1132TS205_2o,T1132TS205_3o,T1132TS205_4o,T1132TS205_5o,T1132TS234_1o,T1132TS234_2o,T1132TS239_1o,T1132TS239_2o,T1132TS239_3o,T1132TS239_4o,T1132TS239_5o,T1132TS248_1o,T1132TS248_2o,T1132TS248_3o,T1132TS248_4o,T1132TS248_5o,T1132TS278_1o,T1132TS278_2o,T1132TS278_3o,T1132TS278_4o,T1132TS278_5o,T1132TS298_1o,T1132TS298_2o,T1132TS298_3o,T1132TS298_4o,T1132TS298_5o,T1132TS312_1o,T1132TS312_2o,T1132TS312_3o,T1132TS312_4o,T1132TS312_5o,T1132TS314_1o,T1132TS314_2o,T1132TS314_3o,T1132TS314_4o,T1132TS314_5o,T1132TS320_1o,T1132TS320_2o,T1132TS320_3o,T1132TS320_4o,T1132TS320_5o,T1132TS348_1o,T1132TS348_2o,T1132TS348_3o,T1132TS348_4o,T1132TS348_5o,T1132TS350_1o,T1132TS350_2o,T1132TS350_3o,T1132TS350_4o,T1132TS350_5o,T1132TS360_1o,T1132TS360_2o,T1132TS360_3o,T1132TS360_4o,T1132TS360_5o,T1132TS367_1o,T1132TS367_2o,T1132TS367_3o,T1132TS367_4o,T1132TS367_5o,T1132TS374_1o,T1132TS374_2o,T1132TS374_3o,T1132TS374_4o,T1132TS374_5o,T1132TS385_1o,T1132TS390_1o,T1132TS390_2o,T1132TS390_3o,T1132TS390_4o,T1132TS390_5o,T1132TS398_1o,T1132TS398_2o,T1132TS398_3o,T1132TS398_4o,T1132TS398_5o,T1132TS399_1o,T1132TS399_2o,T1132TS399_3o,T1132TS399_4o,T1132TS399_5o,T1132TS423_1o,T1132TS423_2o,T1132TS423_3o,T1132TS423_4o,T1132TS423_5o,T1132TS444_1o,T1132TS444_2o,T1132TS444_3o,T1132TS444_4o,T1132TS444_5o,T1132TS446_1o,T1132TS446_2o,T1132TS446_3o,T1132TS446_4o,T1132TS446_5o,T1132TS447_1o,T1132TS447_2o,T1132TS447_3o,T1132TS447_4o,T1132TS447_5o,T1132TS461_1o,T1132TS461_2o,T1132TS461_3o,T1132TS461_4o,T1132TS461_5o,T1132TS462_1o,T1132TS462_2o,T1132TS462_3o,T1132TS462_4o,T1132TS462_5o,T1132TS477_1o,T1132TS493_1o,T1132TS493_2o,T1132TS493_3o,T1132TS493_4o,T1132TS493_5o,T1132TS494_1o,T1132TS494_2o,T1132TS494_3o,T1132TS494_4o,T1132TS494_5o
0,1.0,0.99668,0.99976,0.99989,0.98217,0.99982,0.99959,0.99489,0.99617,0.99768,0.99979,0.4696,0.7971,0.7261,0.83227,0.9955,0.9947,0.99581,0.99666,0.9959,0.99478,0.99452,0.99422,0.99476,0.99319,1.0,0.98217,0.98246,0.98291,0.99939,0.77277,0.75192,0.72201,0.72934,0.79591,0.9957,0.99384,0.99232,0.30368,0.99485,0.50005,0.99818,0.48466,0.99818,0.58794,0.9955,0.9947,0.99581,0.99666,0.9959,0.50005,0.48466,0.4886,0.49374,0.58794,0.99784,0.99792,0.9962,0.99792,0.99784,0.99831,0.99833,0.99623,0.99438,0.99653,1.0,0.98217,0.98246,0.98352,0.99668,0.83412,0.44524,0.40393,0.46435,0.85517,0.9957,0.9957,0.99497,0.99657,0.99485,0.99045,0.99112,0.99325,0.99251,0.99398,0.96679,0.97287,0.97242,0.94126,0.95423,0.98365,0.99104,0.9978,0.6328,0.96303,0.99386,0.99615,0.99553,0.99687,0.93258,0.96566,0.93967,0.99358,0.96053,0.96166,0.40711,0.34449,0.99985,0.99577,0.9972,0.99679,0.99612,0.99982,0.99959,0.99489,0.99617,0.99768,0.98778,0.52346,0.62503,0.7946,0.65306,0.9961,0.99468,0.99446,0.99491,0.9963,0.98174,0.97623,0.97672,0.27392,0.2568,0.97721,0.99598,0.99818,0.99368,0.99653,0.99818,0.99818,0.99627,0.99368,0.99653,0.99818,0.99517,0.99818,0.99368,0.98853,0.99399,0.99515,0.99603,0.99128,0.99781,0.99653,0.99627,0.99598,0.99583,0.99547,0.99668,0.99653,0.9964,0.99354,0.98246,0.99814,0.99839,0.99746,0.99667,0.98713,0.98772,0.99818,0.99818,0.99627,0.99368,0.99653,0.63328,0.64719,0.62961,0.51663,0.79669,0.9955,0.9947,0.99581,0.99666,0.9959,0.98365,0.99104,0.9978,0.6328,0.96303,0.99192,0.51315,0.96633,0.50888,0.9865,0.99593,0.99287,0.99375,0.99571,0.99353,0.97044,0.97044,0.9705,0.9705,0.96633,0.99593,0.99287,0.99375,0.99571,0.99353,0.97421,0.97831,0.97678,0.9802,0.97986,0.99149,0.34164,0.37689,0.34936,0.39983,0.87869,0.99035,0.979,0.91108,0.4874,0.28017
1,0.99668,1.0,0.99674,0.99685,0.98742,0.99636,0.99572,0.99667,0.99774,0.99661,0.99649,0.46987,0.80255,0.73027,0.83707,0.99971,0.99929,0.99796,0.99908,0.99967,0.9992,0.99853,0.99894,0.99922,0.99836,0.99668,0.98742,0.98774,0.98804,0.99602,0.77376,0.75224,0.72258,0.73056,0.79496,0.99375,0.99332,0.9921,0.29761,0.99335,0.49931,0.99597,0.48722,0.99676,0.59293,0.99971,0.99929,0.99796,0.99908,0.99967,0.49931,0.48722,0.49042,0.49544,0.59293,0.99521,0.99602,0.99877,0.99602,0.99521,0.99591,0.9968,0.9991,0.9965,0.99902,0.99668,0.98742,0.98774,0.98866,1.0,0.83276,0.44328,0.40276,0.46554,0.8534,0.99375,0.99375,0.99923,0.9978,0.99335,0.9944,0.99528,0.99709,0.99633,0.9983,0.97131,0.97322,0.97495,0.94024,0.95359,0.98269,0.99674,0.99822,0.63069,0.96318,0.99333,0.99756,0.99959,0.99814,0.93615,0.96881,0.94276,0.99512,0.96031,0.96164,0.40929,0.34958,0.99613,0.99928,0.9987,0.99886,0.99587,0.99636,0.99572,0.99667,0.99774,0.99661,0.98621,0.52768,0.62676,0.79653,0.65318,0.99978,0.99921,0.9955,0.99475,0.99962,0.98352,0.9779,0.97876,0.26116,0.26372,0.9757,0.99867,0.99676,0.99578,0.999,0.99597,0.99676,0.99911,0.99578,0.999,0.99597,0.99668,0.99676,0.99578,0.99138,0.99879,0.99809,0.99766,0.99428,0.99592,0.999,0.99911,0.99867,0.99849,0.99818,1.0,0.99993,0.99994,0.99827,0.98774,0.9978,0.99777,0.99883,0.99749,0.98922,0.9927,0.99597,0.99676,0.99911,0.99578,0.999,0.63309,0.64595,0.6294,0.52155,0.79441,0.99971,0.99929,0.99796,0.99908,0.99967,0.98269,0.99674,0.99822,0.63069,0.96318,0.98918,0.51337,0.97121,0.51027,0.99101,0.99578,0.99804,0.99773,0.99915,0.99821,0.9771,0.9771,0.97734,0.97734,0.9731,0.99578,0.99804,0.99773,0.99915,0.99821,0.97891,0.98309,0.98152,0.98502,0.98462,0.99703,0.34419,0.38696,0.35047,0.4023,0.88114,0.99662,0.98434,0.90989,0.4902,0.28692
2,0.99976,0.99674,1.0,0.99993,0.98051,0.99984,0.99957,0.99396,0.99565,0.99716,0.99963,0.46586,0.79831,0.72301,0.83019,0.99549,0.99474,0.99618,0.9969,0.99606,0.99457,0.99386,0.99408,0.99469,0.99324,0.99976,0.98051,0.98084,0.98129,0.99969,0.77567,0.75455,0.72501,0.73202,0.79865,0.99544,0.99397,0.99212,0.30231,0.99406,0.49949,0.99852,0.48264,0.99819,0.58655,0.99549,0.99474,0.99618,0.9969,0.99606,0.49949,0.48264,0.48585,0.4909,0.58655,0.99817,0.99793,0.99635,0.99793,0.99817,0.99873,0.99837,0.9964,0.99448,0.99685,0.99976,0.98051,0.98084,0.98194,0.99674,0.83602,0.44201,0.40535,0.46453,0.85608,0.99544,0.99544,0.99478,0.9963,0.99406,0.98955,0.99045,0.99287,0.99206,0.99403,0.96546,0.97092,0.97105,0.938,0.95124,0.98358,0.99085,0.99802,0.63702,0.96262,0.994,0.99613,0.99563,0.99663,0.93663,0.96706,0.93945,0.99292,0.95976,0.96119,0.41041,0.35257,0.99961,0.99527,0.99693,0.99657,0.99638,0.99984,0.99957,0.99396,0.99565,0.99716,0.98723,0.51987,0.6211,0.79056,0.65623,0.99599,0.99467,0.99392,0.99447,0.99635,0.98101,0.9755,0.97592,0.27354,0.25955,0.97829,0.99646,0.99819,0.99369,0.99685,0.99852,0.99819,0.99645,0.99369,0.99685,0.99852,0.99476,0.99819,0.99369,0.9889,0.99408,0.99536,0.99573,0.99101,0.99747,0.99685,0.99645,0.99646,0.99626,0.9955,0.99674,0.99653,0.99648,0.9934,0.98084,0.99752,0.99864,0.99761,0.99736,0.98864,0.98752,0.99852,0.99819,0.99645,0.99369,0.99685,0.63377,0.64792,0.62966,0.51899,0.7971,0.99549,0.99474,0.99618,0.9969,0.99606,0.98358,0.99085,0.99802,0.63702,0.96262,0.99172,0.51137,0.96602,0.50829,0.98604,0.99488,0.99269,0.99382,0.99594,0.99359,0.9714,0.9714,0.97129,0.97129,0.96725,0.99488,0.99269,0.99382,0.99594,0.99359,0.9727,0.97716,0.97541,0.97932,0.97885,0.99143,0.34203,0.38914,0.35027,0.4007,0.88129,0.99055,0.97879,0.90928,0.48491,0.27835
3,0.99989,0.99685,0.99993,1.0,0.98172,0.99986,0.99962,0.99462,0.99604,0.99749,0.99976,0.46849,0.79802,0.72515,0.83199,0.99562,0.99484,0.99598,0.99685,0.99607,0.99482,0.99436,0.99426,0.99484,0.9933,0.99989,0.98172,0.98202,0.98244,0.99955,0.77389,0.7531,0.7227,0.73194,0.79689,0.9955,0.99368,0.99206,0.30611,0.9944,0.50215,0.99825,0.48393,0.99812,0.58942,0.99562,0.99484,0.99598,0.99685,0.99607,0.50215,0.48393,0.4879,0.49217,0.58942,0.99793,0.99787,0.99632,0.99787,0.99793,0.99844,0.99829,0.99635,0.9943,0.99674,0.99989,0.98172,0.98202,0.98305,0.99685,0.8348,0.44487,0.40428,0.46625,0.85578,0.9955,0.9955,0.99498,0.99648,0.9944,0.99044,0.99118,0.99337,0.99266,0.99419,0.96678,0.97237,0.97233,0.94045,0.95339,0.98368,0.99118,0.9979,0.63462,0.96255,0.99371,0.9961,0.99567,0.99673,0.93405,0.96629,0.9394,0.9932,0.96033,0.96154,0.40926,0.35169,0.99974,0.99571,0.99726,0.99679,0.99637,0.99986,0.99962,0.99462,0.99604,0.99749,0.9875,0.52207,0.62312,0.79343,0.65399,0.99615,0.99476,0.99411,0.99459,0.99638,0.98146,0.97596,0.97634,0.28112,0.26203,0.97767,0.99623,0.99812,0.99353,0.99673,0.99825,0.99812,0.99639,0.99353,0.99673,0.99825,0.9949,0.99812,0.99353,0.9886,0.99418,0.99518,0.99579,0.99099,0.99752,0.99673,0.99639,0.99623,0.99605,0.99545,0.99685,0.99665,0.99657,0.99363,0.98202,0.9979,0.99851,0.99762,0.99701,0.98763,0.98752,0.99825,0.99812,0.99639,0.99353,0.99673,0.63296,0.6487,0.63018,0.51419,0.79714,0.99562,0.99484,0.99598,0.99685,0.99607,0.98368,0.99118,0.9979,0.63462,0.96255,0.99207,0.51099,0.96636,0.50959,0.98661,0.99562,0.993,0.99403,0.99598,0.99367,0.97099,0.97099,0.97101,0.97101,0.96691,0.99562,0.993,0.99403,0.99598,0.99367,0.97401,0.97819,0.97659,0.98017,0.97973,0.99164,0.3422,0.38848,0.3494,0.40046,0.87976,0.99062,0.97912,0.91073,0.4863,0.27824
4,0.98217,0.98742,0.98051,0.98172,1.0,0.98091,0.98085,0.99296,0.99016,0.98473,0.98239,0.48949,0.79495,0.75018,0.8599,0.98905,0.98955,0.9798,0.98329,0.98749,0.99061,0.99289,0.99024,0.98961,0.98962,0.98217,1.0,0.99997,0.9998,0.97878,0.74671,0.7217,0.69367,0.70146,0.76595,0.9783,0.97458,0.97707,0.3047,0.98322,0.52984,0.97766,0.50683,0.98117,0.62317,0.98905,0.98955,0.9798,0.98329,0.98749,0.52984,0.50683,0.5081,0.51309,0.62317,0.97686,0.98034,0.98324,0.98034,0.97686,0.97734,0.98107,0.9838,0.98144,0.98277,0.98217,1.0,0.99997,0.99981,0.98742,0.81021,0.44355,0.4037,0.45591,0.83385,0.9783,0.9783,0.99029,0.98549,0.98322,0.99476,0.99383,0.99139,0.99184,0.98903,0.9802,0.98111,0.98106,0.96274,0.97143,0.97292,0.99235,0.98141,0.61902,0.95684,0.97462,0.981,0.98795,0.98428,0.89639,0.94917,0.93617,0.98567,0.95582,0.95432,0.38941,0.32645,0.98189,0.99139,0.98812,0.98584,0.97999,0.98091,0.98085,0.99296,0.99016,0.98473,0.97722,0.56588,0.65776,0.83359,0.62087,0.98875,0.98954,0.98542,0.98158,0.98699,0.9728,0.9682,0.96868,0.28584,0.26278,0.95651,0.98119,0.98117,0.98122,0.98278,0.97766,0.98117,0.98376,0.98122,0.98278,0.97766,0.98403,0.98117,0.98122,0.97502,0.98913,0.98176,0.98454,0.98407,0.98047,0.98278,0.98376,0.98119,0.98112,0.98279,0.98742,0.98789,0.98777,0.99065,0.99997,0.98719,0.98106,0.98415,0.9782,0.96267,0.98492,0.97766,0.98117,0.98376,0.98122,0.98278,0.62422,0.63873,0.62167,0.53055,0.781,0.98905,0.98955,0.9798,0.98329,0.98749,0.97292,0.99235,0.98141,0.61902,0.95684,0.97646,0.53901,0.97098,0.54589,0.98325,0.98836,0.99205,0.98881,0.98434,0.98831,0.96934,0.96934,0.97004,0.97004,0.96609,0.98836,0.99205,0.98881,0.98434,0.98831,0.99303,0.993,0.99342,0.99213,0.99286,0.99155,0.34949,0.37537,0.35634,0.40011,0.85869,0.99013,0.98218,0.91783,0.51592,0.29153
5,0.99982,0.99636,0.99984,0.99986,0.98091,1.0,0.9998,0.99401,0.99544,0.99701,0.99978,0.46858,0.79887,0.72496,0.83262,0.99505,0.99429,0.99544,0.99629,0.99554,0.99424,0.99374,0.99363,0.99423,0.99269,0.99982,0.98091,0.98122,0.98168,0.99952,0.77391,0.75183,0.7227,0.73041,0.79687,0.99479,0.993,0.99146,0.30343,0.99387,0.49582,0.99784,0.48423,0.99754,0.58892,0.99505,0.99429,0.99544,0.99629,0.99554,0.49582,0.48423,0.48765,0.49413,0.58892,0.99751,0.9973,0.99572,0.9973,0.99751,0.99806,0.99773,0.99575,0.99354,0.99616,0.99982,0.98091,0.98122,0.9823,0.99636,0.83494,0.44387,0.40597,0.46423,0.85586,0.99479,0.99479,0.9943,0.99577,0.99387,0.98993,0.99069,0.99299,0.99214,0.99375,0.96577,0.97189,0.97143,0.94008,0.95298,0.98391,0.99086,0.99732,0.63601,0.96242,0.99302,0.9955,0.99506,0.99612,0.93325,0.96561,0.93993,0.99247,0.9605,0.96188,0.4078,0.35697,0.99981,0.99524,0.997,0.99631,0.99587,1.0,0.9998,0.99401,0.99544,0.99701,0.98712,0.52211,0.62262,0.79268,0.65348,0.99556,0.9942,0.99339,0.99389,0.99578,0.9815,0.97601,0.97628,0.27494,0.25599,0.97669,0.99564,0.99754,0.99276,0.99615,0.99784,0.99754,0.99579,0.99276,0.99615,0.99784,0.99416,0.99754,0.99276,0.98792,0.99369,0.99461,0.99519,0.99034,0.99707,0.99615,0.99579,0.99564,0.99542,0.99478,0.99636,0.99613,0.99607,0.99309,0.98122,0.99727,0.99801,0.99715,0.99667,0.98719,0.98662,0.99784,0.99754,0.99579,0.99276,0.99615,0.63353,0.64831,0.62867,0.51638,0.7971,0.99505,0.99429,0.99544,0.99629,0.99554,0.98391,0.99086,0.99732,0.63601,0.96242,0.99176,0.51085,0.96573,0.509,0.98555,0.99506,0.99239,0.99353,0.99541,0.99314,0.97079,0.97079,0.97082,0.97082,0.96671,0.99506,0.99239,0.99353,0.99541,0.99314,0.97332,0.97751,0.97592,0.97944,0.979,0.99101,0.34159,0.38898,0.34825,0.39995,0.87922,0.99002,0.97801,0.91123,0.48616,0.28019
6,0.99959,0.99572,0.99957,0.99962,0.98085,0.9998,1.0,0.99357,0.99481,0.9964,0.99961,0.46882,0.7977,0.72607,0.83316,0.99431,0.99349,0.99459,0.99557,0.99477,0.99342,0.99303,0.99271,0.99333,0.99171,0.99959,0.98085,0.98115,0.98159,0.99925,0.77239,0.75053,0.72107,0.72911,0.79534,0.99419,0.99204,0.99071,0.3038,0.99341,0.4984,0.9971,0.48411,0.99681,0.59075,0.99431,0.99349,0.99459,0.99557,0.99477,0.4984,0.48411,0.4874,0.49449,0.59075,0.99696,0.99676,0.99505,0.99676,0.99696,0.99736,0.99701,0.99497,0.99247,0.99542,0.99959,0.98085,0.98115,0.98218,0.99572,0.83383,0.4436,0.40722,0.46419,0.85541,0.99419,0.99419,0.99351,0.99502,0.99341,0.98975,0.99041,0.99253,0.99176,0.99303,0.96623,0.97273,0.97187,0.94152,0.95428,0.98373,0.99032,0.99656,0.63409,0.96207,0.99206,0.9947,0.99424,0.99529,0.93072,0.96456,0.93985,0.99182,0.96101,0.96224,0.40782,0.35364,0.99965,0.99483,0.99658,0.99583,0.99524,0.9998,1.0,0.99357,0.99481,0.9964,0.98695,0.52107,0.62407,0.79422,0.65107,0.99484,0.99338,0.9926,0.99314,0.99496,0.98112,0.97567,0.97599,0.27328,0.26074,0.97589,0.99477,0.99681,0.9917,0.99541,0.9971,0.99681,0.99502,0.9917,0.99541,0.9971,0.99339,0.99681,0.9917,0.98683,0.99276,0.99348,0.99425,0.98926,0.99629,0.99541,0.99502,0.99477,0.9945,0.99389,0.99572,0.99545,0.9954,0.99226,0.98115,0.99681,0.99728,0.99631,0.99562,0.98543,0.98544,0.9971,0.99681,0.99502,0.9917,0.99541,0.63332,0.64807,0.62942,0.51253,0.79646,0.99431,0.99349,0.99459,0.99557,0.99477,0.98373,0.99032,0.99656,0.63409,0.96207,0.99193,0.5131,0.96531,0.51153,0.985,0.99465,0.99168,0.99276,0.99464,0.99212,0.97012,0.97012,0.97026,0.97026,0.96608,0.99465,0.99168,0.99276,0.99464,0.99212,0.97337,0.97736,0.97586,0.97914,0.97879,0.99006,0.34105,0.38932,0.34943,0.40013,0.8773,0.98916,0.97752,0.912,0.48674,0.27917
7,0.99489,0.99667,0.99396,0.99462,0.99296,0.99401,0.99357,1.0,0.99951,0.99677,0.99475,0.47734,0.79333,0.73528,0.84281,0.99708,0.99701,0.99255,0.99463,0.99669,0.99764,0.99844,0.9971,0.99726,0.99639,0.99489,0.99296,0.99315,0.9933,0.9927,0.76253,0.73996,0.71065,0.7179,0.78393,0.99088,0.98868,0.98862,0.30436,0.99279,0.50796,0.99244,0.4968,0.99445,0.60481,0.99708,0.99701,0.99255,0.99463,0.99669,0.50796,0.4968,0.49513,0.49963,0.60481,0.99188,0.99394,0.99471,0.99394,0.99188,0.99229,0.99446,0.99471,0.99303,0.99436,0.99489,0.99296,0.99315,0.99368,0.99667,0.82318,0.44505,0.40435,0.45471,0.84695,0.99088,0.99088,0.99752,0.99581,0.99279,0.99681,0.99687,0.99692,0.99694,0.9967,0.97491,0.97845,0.97876,0.95181,0.96252,0.97927,0.99561,0.99446,0.62301,0.96104,0.9887,0.99302,0.99664,0.99532,0.92055,0.96296,0.94093,0.99362,0.96036,0.96096,0.40146,0.34431,0.99462,0.99788,0.99726,0.99549,0.99255,0.99401,0.99357,1.0,0.99951,0.99677,0.98541,0.53942,0.63887,0.8117,0.63993,0.99724,0.99693,0.99434,0.99261,0.99669,0.98158,0.97616,0.97676,0.28339,0.26199,0.97052,0.99354,0.99445,0.99246,0.99439,0.99244,0.99445,0.99472,0.99246,0.99439,0.99244,0.99417,0.99445,0.99246,0.98704,0.99661,0.99341,0.9952,0.992,0.99367,0.99439,0.99472,0.99354,0.99342,0.99372,0.99667,0.99698,0.99678,0.99682,0.99315,0.99707,0.99442,0.99587,0.99258,0.98058,0.98971,0.99244,0.99445,0.99472,0.99246,0.99439,0.62898,0.64201,0.62618,0.51493,0.78926,0.99708,0.99701,0.99255,0.99463,0.99669,0.97927,0.99561,0.99446,0.62301,0.96104,0.98818,0.52505,0.97084,0.52583,0.98972,0.99657,0.99721,0.9964,0.99485,0.99615,0.97063,0.97063,0.97114,0.97114,0.96708,0.99657,0.99721,0.9964,0.99485,0.99615,0.98498,0.98754,0.98679,0.98853,0.9884,0.99627,0.34452,0.38532,0.35314,0.40118,0.87598,0.99444,0.98375,0.91451,0.49749,0.2761
8,0.99617,0.99774,0.99565,0.99604,0.99016,0.99544,0.99481,0.99951,1.0,0.99779,0.99591,0.47396,0.7923,0.72935,0.83595,0.99799,0.9979,0.99498,0.99645,0.99794,0.99819,0.99833,0.99788,0.99812,0.99738,0.99617,0.99016,0.99045,0.99063,0.99463,0.76831,0.74512,0.7159,0.7233,0.78878,0.99276,0.99168,0.99086,0.30291,0.99373,0.50385,0.99504,0.48936,0.99657,0.59585,0.99799,0.9979,0.99498,0.99645,0.99794,0.50385,0.48936,0.4942,0.49585,0.59585,0.99452,0.99612,0.99657,0.99612,0.99452,0.99491,0.9966,0.99652,0.99544,0.99633,0.99617,0.99016,0.99045,0.99112,0.99774,0.8264,0.44549,0.40515,0.46137,0.84987,0.99276,0.99276,0.9983,0.99709,0.99373,0.99522,0.99574,0.99657,0.99635,0.99749,0.97178,0.9751,0.97585,0.94521,0.95713,0.98,0.99541,0.99667,0.63007,0.96263,0.9917,0.99513,0.99784,0.997,0.92887,0.96609,0.94189,0.99464,0.96007,0.96137,0.40404,0.35044,0.99585,0.99787,0.99765,0.99655,0.99418,0.99544,0.99481,0.99951,1.0,0.99779,0.98597,0.53032,0.63236,0.80393,0.64757,0.99817,0.99787,0.99565,0.99434,0.99809,0.98182,0.97658,0.97718,0.27257,0.26069,0.97369,0.99589,0.99657,0.99483,0.99637,0.99504,0.99657,0.99655,0.99483,0.99637,0.99504,0.99578,0.99657,0.99483,0.98958,0.99753,0.99576,0.99691,0.99376,0.9957,0.99637,0.99655,0.99589,0.99579,0.99573,0.99774,0.99802,0.99784,0.99734,0.99045,0.99784,0.99659,0.99754,0.9953,0.98538,0.99135,0.99504,0.99657,0.99655,0.99483,0.99637,0.62897,0.64237,0.62596,0.51932,0.79072,0.99799,0.9979,0.99498,0.99645,0.99794,0.98,0.99541,0.99667,0.63007,0.96263,0.98864,0.51785,0.97064,0.51691,0.98971,0.99629,0.99744,0.997,0.99636,0.99727,0.97178,0.97178,0.97201,0.97201,0.96792,0.99629,0.99744,0.997,0.99636,0.99727,0.98171,0.9852,0.98391,0.98685,0.98664,0.99672,0.34452,0.38721,0.35023,0.40123,0.88183,0.99511,0.9839,0.91095,0.49235,0.28455
9,0.99768,0.99661,0.99716,0.99749,0.98473,0.99701,0.9964,0.99677,0.99779,1.0,0.99731,0.4692,0.7988,0.72743,0.83453,0.99595,0.99517,0.99647,0.99708,0.9959,0.99568,0.99607,0.99531,0.99569,0.99403,0.99768,0.98473,0.98497,0.98528,0.99616,0.77247,0.75099,0.72134,0.72839,0.79456,0.99591,0.99473,0.99351,0.30691,0.99595,0.50171,0.99684,0.48446,0.9977,0.59192,0.99595,0.99517,0.99647,0.99708,0.9959,0.50171,0.48446,0.49048,0.49353,0.59192,0.99637,0.99728,0.99691,0.99728,0.99637,0.99671,0.99772,0.99694,0.99545,0.99672,0.99768,0.98473,0.98497,0.98587,0.99661,0.833,0.44466,0.40391,0.46343,0.85409,0.99591,0.99591,0.99587,0.99698,0.99595,0.99145,0.99208,0.99407,0.99335,0.99477,0.9696,0.9743,0.97488,0.94004,0.95482,0.98293,0.99156,0.99735,0.63159,0.95968,0.99475,0.9971,0.99569,0.9979,0.93174,0.9655,0.94064,0.9954,0.96125,0.96141,0.40562,0.34755,0.99747,0.99614,0.99689,0.99722,0.99504,0.99701,0.9964,0.99677,0.99779,1.0,0.98431,0.52667,0.62653,0.79421,0.64964,0.99659,0.99512,0.99602,0.99644,0.99651,0.98303,0.97758,0.97767,0.28057,0.26032,0.97456,0.99617,0.9977,0.99507,0.99673,0.99684,0.9977,0.99688,0.99507,0.99673,0.99684,0.99661,0.9977,0.99507,0.98924,0.99465,0.99613,0.99689,0.99288,0.99787,0.99673,0.99688,0.99617,0.99644,0.99672,0.99661,0.99652,0.99632,0.99481,0.98497,0.99847,0.99751,0.99786,0.99637,0.98808,0.99102,0.99684,0.9977,0.99688,0.99507,0.99673,0.63257,0.64869,0.62967,0.51213,0.7951,0.99595,0.99517,0.99647,0.99708,0.9959,0.98293,0.99156,0.99735,0.63159,0.95968,0.99148,0.51314,0.96904,0.51015,0.99037,0.99779,0.99383,0.99445,0.99639,0.99486,0.97063,0.97063,0.97076,0.97076,0.96685,0.99779,0.99383,0.99445,0.99639,0.99486,0.97664,0.98054,0.97928,0.98239,0.98183,0.99274,0.34428,0.38634,0.35112,0.40181,0.87964,0.99123,0.97967,0.91186,0.48782,0.2806
